id,ok,issues,query,expected_intent,actual_intent,expected_products_include,must_not_prioritize,answer,top_products
T0244,True,,mochi skladom,product_search,product_search,mochi,,,Japonský koláč Mochi Kakao a Čokoláda Q Brand 80g | Japonský koláč Mochi Kakao banánová príchuť Q Brand 80g | Japonský koláč Mochi s durianom Q Brand 210 g | Mini Mochi dezert s príchuťou liči Q Brand 80g | Mochi Broskyňa Q Brand 104g | Mochi bublinkový čaj príchuť Q Brand 120g | Mochi bublinkový čaj príchuť YUKI & LOVE 180g | Mochi červená fazuľa Q Brand 120g
T0245,True,,mochi cena,product_search,product_search,mochi,,,Japonský koláč Mochi Kakao a Čokoláda Q Brand 80g | Japonský koláč Mochi Kakao banánová príchuť Q Brand 80g | Japonský koláč Mochi s durianom Q Brand 210 g | Mini Mochi dezert s príchuťou liči Q Brand 80g | Mochi Broskyňa Q Brand 104g | Mochi bublinkový čaj príchuť Q Brand 120g | Mochi bublinkový čaj príchuť YUKI & LOVE 180g | Mochi červená fazuľa Q Brand 120g
T0246,True,,máte niečo ako mochi?,product_search,product_search,mochi,,,Japonský koláč Mochi Kakao a Čokoláda Q Brand 80g | Japonský koláč Mochi Kakao banánová príchuť Q Brand 80g | Japonský koláč Mochi s durianom Q Brand 210 g | Mini Mochi dezert s príchuťou liči Q Brand 80g | Mochi Broskyňa Q Brand 104g | Mochi bublinkový čaj príchuť Q Brand 120g | Mochi bublinkový čaj príchuť YUKI & LOVE 180g | Mochi červená fazuľa Q Brand 120g
T0247,True,,máte tofu?,product_search,product_search,tofu,,,"AKA MISO polievka prášok s tofu LOBO 30g | Gyoza knedlíky Tofu a zelenina CJ BIBIGO 600g | Instantná Miso tofu polievka S&B 30g | Kaleráb, arašidy a tofu s čili v oleji LAO GAN MA 280g | Nakladané tofu Thuan Phat 510g | Zavárané tofu v čili oleji LAO GAN MA 260 g"
T0248,True,,mate tofu?,product_search,product_search,tofu,,,"AKA MISO polievka prášok s tofu LOBO 30g | Gyoza knedlíky Tofu a zelenina CJ BIBIGO 600g | Instantná Miso tofu polievka S&B 30g | Kaleráb, arašidy a tofu s čili v oleji LAO GAN MA 280g | Nakladané tofu Thuan Phat 510g | Zavárané tofu v čili oleji LAO GAN MA 260 g"
T0249,True,,hľadám tofu,product_search,product_search,tofu,,,"AKA MISO polievka prášok s tofu LOBO 30g | Gyoza knedlíky Tofu a zelenina CJ BIBIGO 600g | Instantná Miso tofu polievka S&B 30g | Kaleráb, arašidy a tofu s čili v oleji LAO GAN MA 280g | Nakladané tofu Thuan Phat 510g | Zavárané tofu v čili oleji LAO GAN MA 260 g"
T0250,True,,hladam tofu,product_search,product_search,tofu,,,"AKA MISO polievka prášok s tofu LOBO 30g | Gyoza knedlíky Tofu a zelenina CJ BIBIGO 600g | Instantná Miso tofu polievka S&B 30g | Kaleráb, arašidy a tofu s čili v oleji LAO GAN MA 280g | Nakladané tofu Thuan Phat 510g | Zavárané tofu v čili oleji LAO GAN MA 260 g"
T0251,True,,potrebujem tofu,product_search,product_search,tofu,,,"AKA MISO polievka prášok s tofu LOBO 30g | Gyoza knedlíky Tofu a zelenina CJ BIBIGO 600g | Instantná Miso tofu polievka S&B 30g | Kaleráb, arašidy a tofu s čili v oleji LAO GAN MA 280g | Nakladané tofu Thuan Phat 510g | Zavárané tofu v čili oleji LAO GAN MA 260 g"
T0252,True,,kde nájdem tofu,product_search,product_search,tofu,,,"AKA MISO polievka prášok s tofu LOBO 30g | Gyoza knedlíky Tofu a zelenina CJ BIBIGO 600g | Instantná Miso tofu polievka S&B 30g | Kaleráb, arašidy a tofu s čili v oleji LAO GAN MA 280g | Nakladané tofu Thuan Phat 510g | Zavárané tofu v čili oleji LAO GAN MA 260 g"
T0253,True,,ukáž mi tofu,product_search,product_search,tofu,,,"AKA MISO polievka prášok s tofu LOBO 30g | Gyoza knedlíky Tofu a zelenina CJ BIBIGO 600g | Instantná Miso tofu polievka S&B 30g | Kaleráb, arašidy a tofu s čili v oleji LAO GAN MA 280g | Nakladané tofu Thuan Phat 510g | Zavárané tofu v čili oleji LAO GAN MA 260 g"
T0254,True,,chcem kúpiť tofu,product_search,product_search,tofu,,,"AKA MISO polievka prášok s tofu LOBO 30g | Gyoza knedlíky Tofu a zelenina CJ BIBIGO 600g | Instantná Miso tofu polievka S&B 30g | Kaleráb, arašidy a tofu s čili v oleji LAO GAN MA 280g | Nakladané tofu Thuan Phat 510g | Zavárané tofu v čili oleji LAO GAN MA 260 g"
T0255,True,,predávate tofu?,product_search,product_search,tofu,,,"AKA MISO polievka prášok s tofu LOBO 30g | Gyoza knedlíky Tofu a zelenina CJ BIBIGO 600g | Instantná Miso tofu polievka S&B 30g | Kaleráb, arašidy a tofu s čili v oleji LAO GAN MA 280g | Nakladané tofu Thuan Phat 510g | Zavárané tofu v čili oleji LAO GAN MA 260 g"
T0256,True,,aké máte tofu,product_search,product_search,tofu,,,"AKA MISO polievka prášok s tofu LOBO 30g | Gyoza knedlíky Tofu a zelenina CJ BIBIGO 600g | Instantná Miso tofu polievka S&B 30g | Kaleráb, arašidy a tofu s čili v oleji LAO GAN MA 280g | Nakladané tofu Thuan Phat 510g | Zavárané tofu v čili oleji LAO GAN MA 260 g"
T0257,True,,najdi tofu,product_search,product_search,tofu,,,"AKA MISO polievka prášok s tofu LOBO 30g | Gyoza knedlíky Tofu a zelenina CJ BIBIGO 600g | Instantná Miso tofu polievka S&B 30g | Kaleráb, arašidy a tofu s čili v oleji LAO GAN MA 280g | Nakladané tofu Thuan Phat 510g | Zavárané tofu v čili oleji LAO GAN MA 260 g"
T0258,True,,tofu skladom,product_search,product_search,tofu,,,"AKA MISO polievka prášok s tofu LOBO 30g | Gyoza knedlíky Tofu a zelenina CJ BIBIGO 600g | Instantná Miso tofu polievka S&B 30g | Kaleráb, arašidy a tofu s čili v oleji LAO GAN MA 280g | Nakladané tofu Thuan Phat 510g | Zavárané tofu v čili oleji LAO GAN MA 260 g"
T0259,True,,tofu cena,product_search,product_search,tofu,,,"AKA MISO polievka prášok s tofu LOBO 30g | Gyoza knedlíky Tofu a zelenina CJ BIBIGO 600g | Instantná Miso tofu polievka S&B 30g | Kaleráb, arašidy a tofu s čili v oleji LAO GAN MA 280g | Nakladané tofu Thuan Phat 510g | Zavárané tofu v čili oleji LAO GAN MA 260 g"
T0260,True,,máte niečo ako tofu?,product_search,product_search,tofu,,,"AKA MISO polievka prášok s tofu LOBO 30g | Gyoza knedlíky Tofu a zelenina CJ BIBIGO 600g | Instantná Miso tofu polievka S&B 30g | Kaleráb, arašidy a tofu s čili v oleji LAO GAN MA 280g | Nakladané tofu Thuan Phat 510g | Zavárané tofu v čili oleji LAO GAN MA 260 g"
T0261,True,,máte wasabi?,product_search,product_search,wasabi,,,Wasabi omáčka S&B 170g | Wasabi pasta v tube S&B 90g | Wasabi prášok S&B 30g | Wasabi prášok z chrenu HUTAKU 1 kg | Arašidy vo wasabi GOLDEN TURTLE 140g | Arašidy vo wasabi KHAO SHONG 140 g | Arašidy vo wasabi KOH-KAE 230 g | Chapz čipsy s wasabi príchuťou Tokimeki 75g
T0262,True,,mate wasabi?,product_search,product_search,wasabi,,,Wasabi omáčka S&B 170g | Wasabi pasta v tube S&B 90g | Wasabi prášok S&B 30g | Wasabi prášok z chrenu HUTAKU 1 kg | Arašidy vo wasabi GOLDEN TURTLE 140g | Arašidy vo wasabi KHAO SHONG 140 g | Arašidy vo wasabi KOH-KAE 230 g | Chapz čipsy s wasabi príchuťou Tokimeki 75g
T0263,True,,hľadám wasabi,product_search,product_search,wasabi,,,Wasabi omáčka S&B 170g | Wasabi pasta v tube S&B 90g | Wasabi prášok S&B 30g | Wasabi prášok z chrenu HUTAKU 1 kg | Arašidy vo wasabi GOLDEN TURTLE 140g | Arašidy vo wasabi KHAO SHONG 140 g | Arašidy vo wasabi KOH-KAE 230 g | Chapz čipsy s wasabi príchuťou Tokimeki 75g
T0264,True,,hladam wasabi,product_search,product_search,wasabi,,,Wasabi omáčka S&B 170g | Wasabi pasta v tube S&B 90g | Wasabi prášok S&B 30g | Wasabi prášok z chrenu HUTAKU 1 kg | Arašidy vo wasabi GOLDEN TURTLE 140g | Arašidy vo wasabi KHAO SHONG 140 g | Arašidy vo wasabi KOH-KAE 230 g | Chapz čipsy s wasabi príchuťou Tokimeki 75g
T0265,True,,potrebujem wasabi,product_search,product_search,wasabi,,,Wasabi omáčka S&B 170g | Wasabi pasta v tube S&B 90g | Wasabi prášok S&B 30g | Wasabi prášok z chrenu HUTAKU 1 kg | Arašidy vo wasabi GOLDEN TURTLE 140g | Arašidy vo wasabi KHAO SHONG 140 g | Arašidy vo wasabi KOH-KAE 230 g | Chapz čipsy s wasabi príchuťou Tokimeki 75g
T0266,True,,kde nájdem wasabi,product_search,product_search,wasabi,,,Wasabi omáčka S&B 170g | Wasabi pasta v tube S&B 90g | Wasabi prášok S&B 30g | Wasabi prášok z chrenu HUTAKU 1 kg | Arašidy vo wasabi GOLDEN TURTLE 140g | Arašidy vo wasabi KHAO SHONG 140 g | Arašidy vo wasabi KOH-KAE 230 g | Chapz čipsy s wasabi príchuťou Tokimeki 75g
T0267,True,,ukáž mi wasabi,product_search,product_search,wasabi,,,Wasabi omáčka S&B 170g | Wasabi pasta v tube S&B 90g | Wasabi prášok S&B 30g | Wasabi prášok z chrenu HUTAKU 1 kg | Arašidy vo wasabi GOLDEN TURTLE 140g | Arašidy vo wasabi KHAO SHONG 140 g | Arašidy vo wasabi KOH-KAE 230 g | Chapz čipsy s wasabi príchuťou Tokimeki 75g
T0268,True,,chcem kúpiť wasabi,product_search,product_search,wasabi,,,Wasabi omáčka S&B 170g | Wasabi pasta v tube S&B 90g | Wasabi prášok S&B 30g | Wasabi prášok z chrenu HUTAKU 1 kg | Arašidy vo wasabi GOLDEN TURTLE 140g | Arašidy vo wasabi KHAO SHONG 140 g | Arašidy vo wasabi KOH-KAE 230 g | Chapz čipsy s wasabi príchuťou Tokimeki 75g
T0269,True,,predávate wasabi?,product_search,product_search,wasabi,,,Wasabi omáčka S&B 170g | Wasabi pasta v tube S&B 90g | Wasabi prášok S&B 30g | Wasabi prášok z chrenu HUTAKU 1 kg | Arašidy vo wasabi GOLDEN TURTLE 140g | Arašidy vo wasabi KHAO SHONG 140 g | Arašidy vo wasabi KOH-KAE 230 g | Chapz čipsy s wasabi príchuťou Tokimeki 75g
T0270,True,,aké máte wasabi,product_search,product_search,wasabi,,,Wasabi omáčka S&B 170g | Wasabi pasta v tube S&B 90g | Wasabi prášok S&B 30g | Wasabi prášok z chrenu HUTAKU 1 kg | Arašidy vo wasabi GOLDEN TURTLE 140g | Arašidy vo wasabi KHAO SHONG 140 g | Arašidy vo wasabi KOH-KAE 230 g | Chapz čipsy s wasabi príchuťou Tokimeki 75g
T0271,True,,najdi wasabi,product_search,product_search,wasabi,,,Wasabi omáčka S&B 170g | Wasabi pasta v tube S&B 90g | Wasabi prášok S&B 30g | Wasabi prášok z chrenu HUTAKU 1 kg | Arašidy vo wasabi GOLDEN TURTLE 140g | Arašidy vo wasabi KHAO SHONG 140 g | Arašidy vo wasabi KOH-KAE 230 g | Chapz čipsy s wasabi príchuťou Tokimeki 75g
T0272,True,,wasabi skladom,product_search,product_search,wasabi,,,Wasabi omáčka S&B 170g | Wasabi pasta v tube S&B 90g | Wasabi prášok S&B 30g | Wasabi prášok z chrenu HUTAKU 1 kg | Arašidy vo wasabi GOLDEN TURTLE 140g | Arašidy vo wasabi KHAO SHONG 140 g | Arašidy vo wasabi KOH-KAE 230 g | Chapz čipsy s wasabi príchuťou Tokimeki 75g
T0273,True,,wasabi cena,product_search,product_search,wasabi,,,Wasabi omáčka S&B 170g | Wasabi pasta v tube S&B 90g | Wasabi prášok S&B 30g | Wasabi prášok z chrenu HUTAKU 1 kg | Arašidy vo wasabi GOLDEN TURTLE 140g | Arašidy vo wasabi KHAO SHONG 140 g | Arašidy vo wasabi KOH-KAE 230 g | Chapz čipsy s wasabi príchuťou Tokimeki 75g
T0274,True,,máte niečo ako wasabi?,product_search,product_search,wasabi,,,Wasabi omáčka S&B 170g | Wasabi pasta v tube S&B 90g | Wasabi prášok S&B 30g | Wasabi prášok z chrenu HUTAKU 1 kg | Arašidy vo wasabi GOLDEN TURTLE 140g | Arašidy vo wasabi KHAO SHONG 140 g | Arašidy vo wasabi KOH-KAE 230 g | Chapz čipsy s wasabi príchuťou Tokimeki 75g
T0275,True,,máte hoisin omáčka?,product_search,product_search,hoisin,,,Hoisin omáčka FLYING GOOSE BRAND 200ml | Hoisin omáčka FLYING GOOSE BRAND 730ml | Hoisin omáčka LEE KUM KEE 2270g | Hoisin omáčka LEE KUM KEE 397g | Hoisin omáčka SUREE 700ml | Hoisin omáčka FLYING GOOSE BRAND 455ml | Ananásová čili omáčka MAEPRANOM BRAND 300ml | Arašidová omáčka LEE KUM KEE 226g
T0276,True,,mate hoisin omáčka?,product_search,product_search,hoisin,,,Hoisin omáčka FLYING GOOSE BRAND 200ml | Hoisin omáčka FLYING GOOSE BRAND 730ml | Hoisin omáčka LEE KUM KEE 2270g | Hoisin omáčka LEE KUM KEE 397g | Hoisin omáčka SUREE 700ml | Hoisin omáčka FLYING GOOSE BRAND 455ml | Ananásová čili omáčka MAEPRANOM BRAND 300ml | Arašidová omáčka LEE KUM KEE 226g
T0277,True,,hľadám hoisin omáčka,product_search,product_search,hoisin,,,Hoisin omáčka FLYING GOOSE BRAND 200ml | Hoisin omáčka FLYING GOOSE BRAND 730ml | Hoisin omáčka LEE KUM KEE 2270g | Hoisin omáčka LEE KUM KEE 397g | Hoisin omáčka SUREE 700ml | Hoisin omáčka FLYING GOOSE BRAND 455ml | Ananásová čili omáčka MAEPRANOM BRAND 300ml | Arašidová omáčka LEE KUM KEE 226g
T0278,True,,hladam hoisin omáčka,product_search,product_search,hoisin,,,Hoisin omáčka FLYING GOOSE BRAND 200ml | Hoisin omáčka FLYING GOOSE BRAND 730ml | Hoisin omáčka LEE KUM KEE 2270g | Hoisin omáčka LEE KUM KEE 397g | Hoisin omáčka SUREE 700ml | Hoisin omáčka FLYING GOOSE BRAND 455ml | Ananásová čili omáčka MAEPRANOM BRAND 300ml | Arašidová omáčka LEE KUM KEE 226g
T0279,True,,potrebujem hoisin omáčka,product_search,product_search,hoisin,,,Hoisin omáčka FLYING GOOSE BRAND 200ml | Hoisin omáčka FLYING GOOSE BRAND 730ml | Hoisin omáčka LEE KUM KEE 2270g | Hoisin omáčka LEE KUM KEE 397g | Hoisin omáčka SUREE 700ml | Hoisin omáčka FLYING GOOSE BRAND 455ml | Ananásová čili omáčka MAEPRANOM BRAND 300ml | Arašidová omáčka LEE KUM KEE 226g
T0280,True,,kde nájdem hoisin omáčka,product_search,product_search,hoisin,,,Hoisin omáčka FLYING GOOSE BRAND 200ml | Hoisin omáčka FLYING GOOSE BRAND 730ml | Hoisin omáčka LEE KUM KEE 2270g | Hoisin omáčka LEE KUM KEE 397g | Hoisin omáčka SUREE 700ml | Hoisin omáčka FLYING GOOSE BRAND 455ml | Ananásová čili omáčka MAEPRANOM BRAND 300ml | Arašidová omáčka LEE KUM KEE 226g
T0281,True,,ukáž mi hoisin omáčka,product_search,product_search,hoisin,,,Hoisin omáčka FLYING GOOSE BRAND 200ml | Hoisin omáčka FLYING GOOSE BRAND 730ml | Hoisin omáčka LEE KUM KEE 2270g | Hoisin omáčka LEE KUM KEE 397g | Hoisin omáčka SUREE 700ml | Hoisin omáčka FLYING GOOSE BRAND 455ml | Ananásová čili omáčka MAEPRANOM BRAND 300ml | Arašidová omáčka LEE KUM KEE 226g
T0282,True,,chcem kúpiť hoisin omáčka,product_search,product_search,hoisin,,,Hoisin omáčka FLYING GOOSE BRAND 200ml | Hoisin omáčka FLYING GOOSE BRAND 730ml | Hoisin omáčka LEE KUM KEE 2270g | Hoisin omáčka LEE KUM KEE 397g | Hoisin omáčka SUREE 700ml | Hoisin omáčka FLYING GOOSE BRAND 455ml | Ananásová čili omáčka MAEPRANOM BRAND 300ml | Arašidová omáčka LEE KUM KEE 226g
T0283,True,,predávate hoisin omáčka?,product_search,product_search,hoisin,,,Hoisin omáčka FLYING GOOSE BRAND 200ml | Hoisin omáčka FLYING GOOSE BRAND 730ml | Hoisin omáčka LEE KUM KEE 2270g | Hoisin omáčka LEE KUM KEE 397g | Hoisin omáčka SUREE 700ml | Hoisin omáčka FLYING GOOSE BRAND 455ml | Ananásová čili omáčka MAEPRANOM BRAND 300ml | Arašidová omáčka LEE KUM KEE 226g
T0284,True,,aké máte hoisin omáčka,product_search,product_search,hoisin,,,Hoisin omáčka FLYING GOOSE BRAND 200ml | Hoisin omáčka FLYING GOOSE BRAND 730ml | Hoisin omáčka LEE KUM KEE 2270g | Hoisin omáčka LEE KUM KEE 397g | Hoisin omáčka SUREE 700ml | Hoisin omáčka FLYING GOOSE BRAND 455ml | Ananásová čili omáčka MAEPRANOM BRAND 300ml | Arašidová omáčka LEE KUM KEE 226g
T0285,True,,najdi hoisin omáčka,product_search,product_search,hoisin,,,Hoisin omáčka FLYING GOOSE BRAND 200ml | Hoisin omáčka FLYING GOOSE BRAND 730ml | Hoisin omáčka LEE KUM KEE 2270g | Hoisin omáčka LEE KUM KEE 397g | Hoisin omáčka SUREE 700ml | Hoisin omáčka FLYING GOOSE BRAND 455ml | Ananásová čili omáčka MAEPRANOM BRAND 300ml | Arašidová omáčka LEE KUM KEE 226g
T0286,True,,hoisin omáčka skladom,product_search,product_search,hoisin,,,Hoisin omáčka FLYING GOOSE BRAND 200ml | Hoisin omáčka FLYING GOOSE BRAND 730ml | Hoisin omáčka LEE KUM KEE 2270g | Hoisin omáčka LEE KUM KEE 397g | Hoisin omáčka SUREE 700ml | Hoisin omáčka FLYING GOOSE BRAND 455ml | Ananásová čili omáčka MAEPRANOM BRAND 300ml | Arašidová omáčka LEE KUM KEE 226g
T0287,True,,hoisin omáčka cena,product_search,product_search,hoisin,,,Hoisin omáčka FLYING GOOSE BRAND 200ml | Hoisin omáčka FLYING GOOSE BRAND 730ml | Hoisin omáčka LEE KUM KEE 2270g | Hoisin omáčka LEE KUM KEE 397g | Hoisin omáčka SUREE 700ml | Hoisin omáčka FLYING GOOSE BRAND 455ml | Ananásová čili omáčka MAEPRANOM BRAND 300ml | Arašidová omáčka LEE KUM KEE 226g
T0288,True,,máte niečo ako hoisin omáčka?,product_search,product_search,hoisin,,,Hoisin omáčka FLYING GOOSE BRAND 200ml | Hoisin omáčka FLYING GOOSE BRAND 730ml | Hoisin omáčka LEE KUM KEE 2270g | Hoisin omáčka LEE KUM KEE 397g | Hoisin omáčka SUREE 700ml | Hoisin omáčka FLYING GOOSE BRAND 455ml | Ananásová čili omáčka MAEPRANOM BRAND 300ml | Arašidová omáčka LEE KUM KEE 226g
T0289,True,,máte teriyaki omáčka?,product_search,product_search,teriyaki,,,"Teriyaki BBQ omáčka s medom KIKKOMAN 250ml | Teriyaki omáčka Asian Home Gourmet 168ml | Teriyaki omáčka DEK SOM BOON 250 ml | Teriyaki omáčka GOLDEN TURTLE 1000ml | Teriyaki omáčka YUMMYTO 1,8L | Teriyaki sójová omáčka THAI DANCER 300ml | Teriyaki Thick omáčka YAMASA 1100g | Teriyaki omáčka s praženým sezamom KIKKOMAN 250ml"
T0290,True,,mate teriyaki omáčka?,product_search,product_search,teriyaki,,,"Teriyaki BBQ omáčka s medom KIKKOMAN 250ml | Teriyaki omáčka Asian Home Gourmet 168ml | Teriyaki omáčka DEK SOM BOON 250 ml | Teriyaki omáčka GOLDEN TURTLE 1000ml | Teriyaki omáčka YUMMYTO 1,8L | Teriyaki sójová omáčka THAI DANCER 300ml | Teriyaki Thick omáčka YAMASA 1100g | Teriyaki omáčka s praženým sezamom KIKKOMAN 250ml"
T0291,True,,hľadám teriyaki omáčka,product_search,product_search,teriyaki,,,"Teriyaki BBQ omáčka s medom KIKKOMAN 250ml | Teriyaki omáčka Asian Home Gourmet 168ml | Teriyaki omáčka DEK SOM BOON 250 ml | Teriyaki omáčka GOLDEN TURTLE 1000ml | Teriyaki omáčka YUMMYTO 1,8L | Teriyaki sójová omáčka THAI DANCER 300ml | Teriyaki Thick omáčka YAMASA 1100g | Teriyaki omáčka s praženým sezamom KIKKOMAN 250ml"
T0292,True,,hladam teriyaki omáčka,product_search,product_search,teriyaki,,,"Teriyaki BBQ omáčka s medom KIKKOMAN 250ml | Teriyaki omáčka Asian Home Gourmet 168ml | Teriyaki omáčka DEK SOM BOON 250 ml | Teriyaki omáčka GOLDEN TURTLE 1000ml | Teriyaki omáčka YUMMYTO 1,8L | Teriyaki sójová omáčka THAI DANCER 300ml | Teriyaki Thick omáčka YAMASA 1100g | Teriyaki omáčka s praženým sezamom KIKKOMAN 250ml"
T0293,True,,potrebujem teriyaki omáčka,product_search,product_search,teriyaki,,,"Teriyaki BBQ omáčka s medom KIKKOMAN 250ml | Teriyaki omáčka Asian Home Gourmet 168ml | Teriyaki omáčka DEK SOM BOON 250 ml | Teriyaki omáčka GOLDEN TURTLE 1000ml | Teriyaki omáčka YUMMYTO 1,8L | Teriyaki sójová omáčka THAI DANCER 300ml | Teriyaki Thick omáčka YAMASA 1100g | Teriyaki omáčka s praženým sezamom KIKKOMAN 250ml"
T0294,True,,kde nájdem teriyaki omáčka,product_search,product_search,teriyaki,,,"Teriyaki BBQ omáčka s medom KIKKOMAN 250ml | Teriyaki omáčka Asian Home Gourmet 168ml | Teriyaki omáčka DEK SOM BOON 250 ml | Teriyaki omáčka GOLDEN TURTLE 1000ml | Teriyaki omáčka YUMMYTO 1,8L | Teriyaki sójová omáčka THAI DANCER 300ml | Teriyaki Thick omáčka YAMASA 1100g | Teriyaki omáčka s praženým sezamom KIKKOMAN 250ml"
T0295,True,,ukáž mi teriyaki omáčka,product_search,product_search,teriyaki,,,"Teriyaki BBQ omáčka s medom KIKKOMAN 250ml | Teriyaki omáčka Asian Home Gourmet 168ml | Teriyaki omáčka DEK SOM BOON 250 ml | Teriyaki omáčka GOLDEN TURTLE 1000ml | Teriyaki omáčka YUMMYTO 1,8L | Teriyaki sójová omáčka THAI DANCER 300ml | Teriyaki Thick omáčka YAMASA 1100g | Teriyaki omáčka s praženým sezamom KIKKOMAN 250ml"
T0296,True,,chcem kúpiť teriyaki omáčka,product_search,product_search,teriyaki,,,"Teriyaki BBQ omáčka s medom KIKKOMAN 250ml | Teriyaki omáčka Asian Home Gourmet 168ml | Teriyaki omáčka DEK SOM BOON 250 ml | Teriyaki omáčka GOLDEN TURTLE 1000ml | Teriyaki omáčka YUMMYTO 1,8L | Teriyaki sójová omáčka THAI DANCER 300ml | Teriyaki Thick omáčka YAMASA 1100g | Teriyaki omáčka s praženým sezamom KIKKOMAN 250ml"
T0297,True,,predávate teriyaki omáčka?,product_search,product_search,teriyaki,,,"Teriyaki BBQ omáčka s medom KIKKOMAN 250ml | Teriyaki omáčka Asian Home Gourmet 168ml | Teriyaki omáčka DEK SOM BOON 250 ml | Teriyaki omáčka GOLDEN TURTLE 1000ml | Teriyaki omáčka YUMMYTO 1,8L | Teriyaki sójová omáčka THAI DANCER 300ml | Teriyaki Thick omáčka YAMASA 1100g | Teriyaki omáčka s praženým sezamom KIKKOMAN 250ml"
T0298,True,,aké máte teriyaki omáčka,product_search,product_search,teriyaki,,,"Teriyaki BBQ omáčka s medom KIKKOMAN 250ml | Teriyaki omáčka Asian Home Gourmet 168ml | Teriyaki omáčka DEK SOM BOON 250 ml | Teriyaki omáčka GOLDEN TURTLE 1000ml | Teriyaki omáčka YUMMYTO 1,8L | Teriyaki sójová omáčka THAI DANCER 300ml | Teriyaki Thick omáčka YAMASA 1100g | Teriyaki omáčka s praženým sezamom KIKKOMAN 250ml"
T0299,True,,najdi teriyaki omáčka,product_search,product_search,teriyaki,,,"Teriyaki BBQ omáčka s medom KIKKOMAN 250ml | Teriyaki omáčka Asian Home Gourmet 168ml | Teriyaki omáčka DEK SOM BOON 250 ml | Teriyaki omáčka GOLDEN TURTLE 1000ml | Teriyaki omáčka YUMMYTO 1,8L | Teriyaki sójová omáčka THAI DANCER 300ml | Teriyaki Thick omáčka YAMASA 1100g | Teriyaki omáčka s praženým sezamom KIKKOMAN 250ml"
T0300,True,,teriyaki omáčka skladom,product_search,product_search,teriyaki,,,"Teriyaki BBQ omáčka s medom KIKKOMAN 250ml | Teriyaki omáčka Asian Home Gourmet 168ml | Teriyaki omáčka DEK SOM BOON 250 ml | Teriyaki omáčka GOLDEN TURTLE 1000ml | Teriyaki omáčka YUMMYTO 1,8L | Teriyaki sójová omáčka THAI DANCER 300ml | Teriyaki Thick omáčka YAMASA 1100g | Teriyaki omáčka s praženým sezamom KIKKOMAN 250ml"
T0301,True,,teriyaki omáčka cena,product_search,product_search,teriyaki,,,"Teriyaki BBQ omáčka s medom KIKKOMAN 250ml | Teriyaki omáčka Asian Home Gourmet 168ml | Teriyaki omáčka DEK SOM BOON 250 ml | Teriyaki omáčka GOLDEN TURTLE 1000ml | Teriyaki omáčka YUMMYTO 1,8L | Teriyaki sójová omáčka THAI DANCER 300ml | Teriyaki Thick omáčka YAMASA 1100g | Teriyaki omáčka s praženým sezamom KIKKOMAN 250ml"
T0302,True,,máte niečo ako teriyaki omáčka?,product_search,product_search,teriyaki,,,"Teriyaki BBQ omáčka s medom KIKKOMAN 250ml | Teriyaki omáčka Asian Home Gourmet 168ml | Teriyaki omáčka DEK SOM BOON 250 ml | Teriyaki omáčka GOLDEN TURTLE 1000ml | Teriyaki omáčka YUMMYTO 1,8L | Teriyaki sójová omáčka THAI DANCER 300ml | Teriyaki Thick omáčka YAMASA 1100g | Teriyaki omáčka s praženým sezamom KIKKOMAN 250ml"
T0303,True,,čo sa hodí k kimchi?,related_products,related_products,gochujang | rybacia omáčka | ryžová múka | čili | cesnak | zázvor,hotové kimchi,,Čili pasta Gochujang Ofood DAESANG 500g | Červená čili paprika pálivá mletá LIM GA NE 1000g | Červená čili paprika pálivá mletá LIM GA NE 500g | Rybacia omáčka 40N THUAN PHAT 620ml | Ryžová múka COCK BRAND 400 g | Čistý čierny sezamový olej 100% LEE KUM KEE 207 ml | Bezlepková sójová omáčka MEGACHEF 200 ml | BIO Ramen Japonské cestoviny HAKUBAKU 270g
T0304,True,,co sa hodi k kimchi?,related_products,related_products,gochujang | rybacia omáčka | ryžová múka | čili | cesnak | zázvor,hotové kimchi,,Čili pasta Gochujang Ofood DAESANG 500g | Červená čili paprika pálivá mletá LIM GA NE 1000g | Červená čili paprika pálivá mletá LIM GA NE 500g | Rybacia omáčka 40N THUAN PHAT 620ml | Ryžová múka COCK BRAND 400 g | Čistý čierny sezamový olej 100% LEE KUM KEE 207 ml | Bezlepková sójová omáčka MEGACHEF 200 ml | BIO Ramen Japonské cestoviny HAKUBAKU 270g
T0305,True,,súvisiace produkty s kimchi,related_products,related_products,gochujang | rybacia omáčka | ryžová múka | čili | cesnak | zázvor,hotové kimchi,,Čili pasta Gochujang Ofood DAESANG 500g | Červená čili paprika pálivá mletá LIM GA NE 1000g | Červená čili paprika pálivá mletá LIM GA NE 500g | Rybacia omáčka 40N THUAN PHAT 620ml | Ryžová múka COCK BRAND 400 g | Čistý čierny sezamový olej 100% LEE KUM KEE 207 ml | Bezlepková sójová omáčka MEGACHEF 200 ml | BIO Ramen Japonské cestoviny HAKUBAKU 270g
